CODID,SMILE,bgs
1505960,[C@@]1([C@H](CCCC1)C)([C@@H]1C=C(C(=O)O1)C)O.[C@]1([C@@H](CCCC1)C)([C@H]1C=C(C(=O)O1)C)O,3.8
1501831,O[C@@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2C=C[C@@]23OC(=O)[C@@]4(CC[C@@]12C)[C@H]3CC(CC4)(C)C)C)C,4.68
1505531,Brc1ccc([C@@H]2C[C@](O)([C@@H]3C(=O)[C@H]2CCC3)C(=O)OC)cc1,3.54
7150550,N12C(=O)CCCc3c(OC)ccc(OC)c3C1CCC2,3.44
7208134,O=C1[C@@H]2[C@@H]3c4ccccc4[C@H]([C@@H]2C(=O)c2c1cccc2)C3=C(C)C,2.07
4105418,c1cc(ccn1)C(=O)NCCCCCCNC(=O)c1ccncc1.C(=O)(CCCCCCCCC(=O)O)O,2.81
4081465,c12ccccc1[CH]1=[CH]3[CH]4=[C]5(C[Fe]6345(C#[O])(C#[O])[S]2[Fe]16(C#[O])(C#[O])C#[O])N(C)C,2.25
2237396,c1(=O)oc2c(cc(cc2)N(=O)=O)cc1C(=C\C(=O)C)\O,2.14
1503942,O(C1(CCc2n(c3ccccc3c2C1)C)C)C(=O)C,3.3
2230282,O=N(=O)c1ccccc1Cn1cccc1C=O,2.13
4120035,c1(n(nc(n1)N(=O)=O)[O-])c1n(nc(n1)N(=O)=O)[O-].[NH3+]N.[NH3+]N,1.42
1506864,[CH](C(=O)OCc1ccc(cc1)Br)[C@H](C(=O)OCc1ccc(cc1)Br)/C=C/[C@H](C(=O)OCc1ccc(cc1)Br)[C@H](C(=O)OCc1ccc(cc1)Br)/C=C/[C@H](C(=O)OCc1ccc(cc1)Br)[CH]C(=O)OCc1ccc(cc1)Br,3.74
1501675,[F-]([H]F)([H]F)[H]F.n1(cc[n+](c1)C)C,5.0
4029222,o1cc(cc1)C1=CC[C@H]2C(=O)N(C(=O)[C@H]2C1)C.o1cc(cc1)C1=CC[C@@H]2C(=O)N(C(=O)[C@@H]2C1)C,3.64
4078828,C[Si](C)(C)C[C@](C(=O)OC)(C)[NH3+].[Cl-],4.59
4501567,s1c(ccc1c1ccc(cc1)n1cccc1)c1sc(cc1)c1ccc(cc1)n1cccc1,1.82
4029658,Brc1c2c(cccc2ccc1)c1c2c(cnc1)cccc2,2.72
4078176,P(=O)(OCC)(OCC)[C@]1(C(=O)CCC1)[C@H](C#C)c1cccc2ccccc12,3.03
2217839,O=C1O[C@H](CCCC1)C,5.04
7206368,[Li+].O=C([O-])/C=C/C,4.06
7104147,[C@H]1(C[C@H]([C@H]2CCCCN12)O)C#C,4.83
2230532,OC(=O)C1=CO[C@@H](C)[C@@H]2CN3[C@@H](C[C@H]12)[C@]1(CC3)C(=O)Nc2ccccc12.OC,2.86
4027717,[Br-].[C@]1(O)(CCCC[C@H]1[NH2+][C@@H](c1ccccc1)C)C#Cc1ccccc1,3.26
4023688,[C@H]12S[C@@H]([C@@H]([C@H]1C(=O)C2(Cl)Cl)C(=O)OCC)OC(C)(C)C.[C@@H]12S[C@H]([C@H]([C@@H]1C(=O)C2(Cl)Cl)C(=O)OCC)OC(C)(C)C,2.51
2005769,O1C(=O)NN=C1c1c(N)cccc1,2.88
4022789,S(=O)(=O)(N[C@@H]1CCC[C@H]1Sc1ccc(Cl)cc1)c1ccc(cc1)C.S(=O)(=O)(N[C@H]1CCC[C@@H]1Sc1ccc(Cl)cc1)c1ccc(cc1)C,3.15
4102221,c1(pc2c(o1)cc1c(c2)oc(p1)C(C)(C)C)C(C)(C)C,2.68
2228298,n1c(C)cc(c2cc(C)ccc12)c1ocnn1,2.65
7211564,C(=O)(c1ccc(cc1)N(=O)=O)NN,2.34
2215104,c1(ccccc1)C[NH2+]CC[NH2+]Cc1ccccc1.N(=O)(=O)[O-].N(=O)(=O)[O-],3.09
4023684,[nH]1c2ccc3cccc4c3c2c2c1ccc1cccc4c21,1.95
7212658,O=C(Nc1ccncc1)c1cc(ccc1)C,3.29
4119386,O[C@H]1CC[C@@H](O)[C@@H]([C@]1(CCC=C(C)C)C)C=C,4.76
4024485,N(=O)(=O)c1ccc(C(OCc2ccccc2)/C=C/c2ccc(cc2)C)cc1,2.12
7215634,O.O=N(=O)c1nnn(n1)Cc1[nH]nnn1,3.18
2207280,CCOc1cc(C=O)ccc1OCCCCOc1ccc(cc1OCC)C=O,2.68
2218156,O=c1[nH]c2c(cc1O)ccc(OC)c2OC,2.86
4021611,O1COc2c1cc1cc3c(OC)c(OC)c(OC)cc3c(OCc3ccccc3)c1c2,2.28
4504003,C(=O)(/C=C\C=C/C(=O)OCc1c(c(c(cc1F)F)F)F)OCc1c(c(c(cc1F)F)F)F,2.68
1542658,P12c3c4Sc5c2c(Sc2c1c(Sc3ccc4)ccc2)ccc5,2.66
7204919,c12ccccc2nc2c(n1)cccc2.OC(=O)/C=C\C(=O)O.C(=O)(/C=C\C(=O)O)O,2.1
1507707,s1ccc2c1c1sc3c(c1n2C)n(c1c3scc1)C,2.52
4001142,c1csc(c1)c1cc(c2cccs2)c2c3c1ccc1c3c(cc2)c(cc1c1cccs1)c1cccs1,1.78
2220159,o1c(cc(=O)c2c(cc(cc12)OCc1ccccc1)OCc1ccccc1)c1ccccc1,2.73
2223233,O=C1CCc2c1c1ccccc1c(c2)Br,2.44
2004613,S1(=O)O[C@H]([C@H](O1)c1ccccc1)c1ccccc1,4.29
7201324,c1(ccc(s1)SC#N)c1ccc(s1)SC#N,2.47
4030022,Ic1cc2cccnc2c(C(c2ccccc2)C(=O)c2ccccc2)c1,2.52
7015473,Cc1c(c(=O)ccn1c1ccc(cc1)N(C)C)O.CO,2.76
2224944,OC1=C(Cl)C(=O)C(=C(C1=O)Cl)O,1.18
4066098,[Se]=C([Ge](C)(C)C)N(Cc1ccccc1)Cc1ccccc1,2.34
2241039,O=N(=O)c1c(cc(c(N(=O)=O)c1C)C)C,2.81
7117150,S(=O)(=O)(C[C@@H](C1CC1)c1ccccc1)c1ccc(cc1)C,3.83
2102162,[Y][OH2].[Y][OH2].C(=O)([O-])[O-].C(=O)([O-])[O-].C(=O)([O-])C(=O)[O-],3.72
2233299,N(=C\c1ccc2c(c1)OCO2)/N=C/c1ccc2c(c1)OCO2,2.16
2235552,[C@@H]1(C(C(=O)C([C@@H](c2ccccc2)N1)(C)C)(C)C)c1ccccc1,3.36
4020912,s1nc2c(ccc(c2n1)c1ccncc1)c1ccncc1,2.4
7150297,O=C1O[C@](OC)([C@](O[C@@H]1[C@@H]1[C@H](C(=O)OCC1)[C@H](O)c1ccc(OC)cc1)(OC)C)C.ClCCl.O=C1O[C@@](OC)([C@@](O[C@H]1[C@H]1[C@@H](C(=O)OCC1)[C@@H](O)c1ccc(OC)cc1)(OC)C)C.ClCCl,3.8
2011892,N1(CC(=O)/C(=C(O)\C)C1=O)c1ccccc1,2.74
7217795,O=C1[C@@H]([C@@]2(CC(=O)C(=CC2)C)[C@@H](C)C1)C(C)C,2.68
4027471,[S@@](=O)(N[C@H]1C=C([C@H]2C[C@@H]1C2(C)C)C)(=NS(=O)(=O)c1ccc(cc1)C)c1ccc(cc1)C,3.79
4074999,O1[B]([N](=C(C(=C1C)N=Nc1ccc(cc1)C)C)C)(c1ccccc1)c1ccccc1,2.03
2236968,s1ccc(c1/N=C/c1ncccc1)C#N,2.06
2225094,O=CC1=CCS[C@@H]1c1ccccc1OC,2.18
4024947,O(C)C(=O)C[C@]1(O[C@H]([C@H]2OC(O[C@@H]12)(C)C)[C@@H]1OC(OC1)(C)C)NC(=O)N,4.99
4083912,[Zr]123456789%10%11([c]%12([c]1([c]2([c]13[c]4([c]5([c]6([c]7%121)C)C)C)C)C)C)([cH]1[cH]%11[cH]%10[cH]9[cH]81)C1C=CC=C1,2.62
2207419,O=C([O-])c1[nH]c2ccccc2[nH+]1.O,3.04
4065001,O=C(c1ccc(c2n(C)cnc2)cc1)C,2.65
1502576,Brc1cccc(c1)/C=C1\C[C@@H](NC1=O)C.O,2.94
2213054,C1(=O)C(=O)c2ccccc2N1CC(=O)OCC,1.81
4060778,c1(c(cc(cc1C)C)C)/C=C/1C=C[C@@H]2[C@H]1[C@H]1/C(=C/c3c(cc(cc3C)C)C)[C@@H]2C=C1.c1(c(cc(cc1C)C)C)/C=C/1C=C[C@H]2[C@@H]1[C@@H]1/C(=C/c3c(cc(cc3C)C)C)[C@H]2C=C1,3.41
2204560,N1C(=O)[C@@]2([C@H]([C@H]([C@H]1CO)O)OC(O2)(C)C)CO,4.71
4508672,Ic1cc(ccc1)O,3.64
4025879,O(C(=O)c1nn2nnnc2nc1N)CC.O,2.46
4022989,S(=O)(=O)([C@]12[C@H](C(C(=O)OC)C(=O)OC)[C@H](O[C@@H]2C1)OC)c1ccc(cc1)C,4.2
4112230,S(=NC(C)(C)C)(=NC(C)(C)C)=NC(C)(C)C,4.36
2015511,O=C1OCCCCOC(=O)CCC(=O)OCCCCOC(=O)CC1,5.29
4113908,n1oc2C[C@@H]([C@H]([C@]3(O)C(=O)c4cccc(OC)c4c1c23)C(=O)OCC)C.n1oc2C[C@H]([C@@H]([C@@]3(O)C(=O)c4cccc(OC)c4c1c23)C(=O)OCC)C,2.58
2236729,Cc1ccc(cc1)C(C1c2ccccc2c2c1cccc2)CC(=O)c1ccccc1,2.4
2014556,S=C(N)/C(=C/c1ccc(N(CC)CC)cc1)C#N,1.73
7151121,Fc1cc(c(OC)cc1OCC(=O)OCC)CO,3.38
4082336,[Cr]12345([c]6([cH]4[cH]1[cH]5[cH]2[cH]36)Cc1ncccc1)(C#[O])(C#[O])C#[O],2.83
4067368,[Ge](c1ccccc1OC)(c1ccccc1OC)(c1ccccc1OC)c1ccccc1OC,3.62
7151045,ClC[C@@H](O)/C=C/c1ccccc1,3.1
4025598,O=C(OC(C)(C)C)[C@@H]1[C@H]([C@H]1C)C=O,3.55
1504983,S(=O)(=O)(N=S([O-])(=O)C(F)(F)F)C(F)(F)F.FC(F)(F)Cn1c[n+](cc1C[C@H](NCC(F)(F)F)C(=O)OC)CC(F)(F)F,3.72
7202803,c1(cc(c(cc1)c1c(cc(cc1)[NH3+])C)C)[NH3+].[Cl-].[Cl-],3.58
1540376,[C@@]1([C@@](C)(OC[C@H]([C@H]2CC(=O)ON2C(=O)OC(C)(C)C)O1)OC)(C)OC,4.44
4502292,c1c2C(=O)N(c3cc(cc(c3)C(=O)O)C(=O)O)C(=O)c2ccc1.n1ccccc1.n1ccccc1,2.5
4083730,O=C(OCC)c1c(c2ccccc2cc1)/C(=N/C(CC(C)(C)C)(C)C)C#N,2.87
2226551,[O-]c1ccc(N(=O)=O)cc1.Oc1ccc(cc1)N(=O)=O.[NH3+]Cc1cnccc1,1.86
7000071,ClCc1n2ncc3ccccc3c2nn1,3.14
1540507,OC(=O)/C=C/CCCCCC,4.13
2009671,N1[C@@H]([C@H](NC(=O)C[C@@H]1c1ccccc1)C(C)C)c1ccccc1,3.57
7153818,C1(=O)c2ccccc2c2c3c1cccc3nn2CC,1.8
2010831,[O-]C(=O)[C@@H](NC(=O)C)[C@H](O)C.[NH4+],4.94
4026810,FC(F)(F)c1oc(c(n1)c1ccccc1)C(=O)OC,3.02
7225196,O=C(O)/C=C\c1c(OCC=C)cccc1,2.45
7152912,C12(C3C4C5(C3C1C5C24)C(=O)OC)COC(=O)c1c(cccc1)N(=O)=O,2.46
2008825,n1c(nc(nc1N)C)C,3.66
4072589,[Ti]1234(Cl)(=Nc5c(cccc5)C(C)C)([n]5ccccc5)[c]5([c]1([c]2([c]3([c]45C)C)C)C)C,1.74
2011863,OC[C@H]1OCO[C@@H]([C@@H](O)[C@@H]1O)CO,5.64
1503135,O=C1c2ccccc2Oc2c1c1c(c(c2c2ccccc2)c2ccccc2)cc(cc1)C(=O)c1c(O)cccc1,2.5
2223319,[NH3+]c1cc(ccc1)C#N.[Br-],2.66
4083196,C1N(Cc2ccccc2)C(=[Ag]2[Cl][Ag](=C3N(C=CN3Cc3ccccc3)c3nc4c(cccc4)s3)[Cl]2)N(C=1)c1nc2c(cccc2)s1,2.42
4503625,O=C1CC[C@]2([C@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@]2(O)C)C)C,3.79
2230680,O(c1ccc(cc1)C=NNC(=O)[C@@H](NC(=O)OC(C)(C)C)CO)C,2.8
4115757,c1(cc(c(cc1)C)C)/N=N/c1cc(c(cc1)C)C,1.93
7150837,S(=O)(C(C)(C)C)c1c(cccc1C)OC,3.22
4066858,[W]1234567(C(=O)[Ni]897(C1=O)([P](CC[c]12[cH]3[cH]4[cH]5[cH]61)(c1ccccc1)c1ccccc1)[CH2]=[CH]8C9)C#[O],1.87
2201781,CC(C)(C)OC(=O)N[C@H](C(=O)OCc1ccccc1)CCC(=O)c1ccco1,3.21
4030930,c12ccccc1C(=C[C@@H](C#Cc1ccccc1)O2)c1ccccc1,2.93
1507030,C1(=O)C(c2c(cccc2OC)N1C)Cc1ccccc1,3.67
4023606,O1[C@H]([C@@H]([C@@H]([C@H]1c1ccc(cc1)OC)C)O)C,3.77
1516365,O=N(=O)c1c(N)c(N(=O)=O)c(N)c(N(=O)=O)c1,2.24
4068706,c1(cc(ccc1/C(=N/c1ccccc1/N=C(c1c(cc(cc1)OC)O)\c1ccccc1)c1ccccc1)OC)O,2.56
7214504,C(=O)(CCC(=O)O)O.C(=O)(N)N.C(=O)(N)N,5.3
1502478,[nH]1c2[C@H]3N4[C@@H](Cc2c2ccccc12)C(=O)[C@@H](C3)C(=C)[C@@H]4C,2.94
2201459,Brc1ccc(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)cc1,2.41
7001114,[Fe]12345678([c]9([cH]4[cH]3[cH]2[cH]19)C1=C([C@]2(C(=C([C@@]12C)C)C)C)C(=O)OCC)[cH]1[cH]5[cH]6[cH]7[cH]81.[Fe]12345678([c]9([cH]4[cH]3[cH]2[cH]19)C1=C([C@@]2(C(=C([C@]12C)C)C)C)C(=O)OCC)[cH]1[cH]5[cH]6[cH]7[cH]81,2.11
2009029,[Br-].N12CCCC[C@H]1[C@H]1C[C@@H](C2)[C@@H]2[NH+](C1)CCCC2,3.97
4118866,O=C(OC(C)(C)C)N[C@H]([C@H](Cc1ccccc1)c1ncc(N(=O)=O)cc1)c1ccccc1,2.22
2018208,ClC(Cl)(Cl)C(=N)/N=C(\N)c1ccc(Cl)cc1,3.34
2235211,O(C)c1ccc(OCC(=O)NN)cc1,3.44
2211957,[NH3+]c1ccc([NH3+])cc1.C(=O)(c1ccccc1C(=O)[O-])O.C(=O)(c1ccccc1C(=O)[O-])O,3.28
2013375,O=C1C=C2[C@]([C@@H](C1)C)(C[C@@H](CC2)C(=C)C)C,3.06
2105094,[O-]C(=O)C([NH3+])CO,5.3
2013888,N1(C(=O)C[C@H](O)C[C@@H]1CC(C)C)C(=O)OC(C)(C)C,4.34
2204793,Br[c]12[cH]3[cH]4[cH]5[cH]1[Fe]16782345[c]2(Br)[cH]1[cH]6[cH]7[cH]82,2.68
1507184,C(#Cc1cc2cccccc2c1)c1ccc(cc1)F,1.71
2013350,n1n(nc2ccccc12)C=C=C,2.92
1506052,I[C@H]1[C@H]2N([C@@H](CC2)C(=O)OC)C(=O)[C@H](CC1)NC(=O)OC(C)(C)C,3.32
1505395,O=C1CCC[C@H]2C(=O)C[C@H]3C(=C)C[C@@]12C3.O=C1CCC[C@@H]2C(=O)C[C@@H]3C(=C)C[C@]12C3,3.32
2105099,[O-]C(=O)C([NH3+])CO,5.25
4064554,[Bi]1234(Br)(Br)[c]5([c]1([c]2([c]3([c]45C)C)C)C)C,2.84
2208765,N1NCN2N(C1)CNNC2,4.55
4020784,Oc1c(cccc1)C1=NCCN=C1c1ccccc1O,2.31
2240962,c1(c(cc(cc1C)O)O)C(=O)C,3.0
4021811,P(=O)(C(=C\c1ccccc1)\[Si](C)(C)C)(c1ccccc1)Oc1c(c(c(c(c1O)Cl)Cl)Cl)Cl,3.37
4500395,Brc1ccc(C(=O)C(=O)c2ccc(cc2)Br)cc1,2.05
4031151,c1(ccccc1)C(c1ccccc1)(O)[C@H](O)[C@@H](O)C(O)(c1ccccc1)c1ccccc1.C1(=O)CCC(CC1)C,3.81
4080411,[Fe]1234([N]#CC)([c]5([c]1([c]2([c]3([c]45C)C)C)C)C)(C#[O])c1ccccc1,2.55
1517387,O=C1[C@@H]2[C@H]3[C@H](C(=O)CC[C@H]3CCC2)CC1.O=C1[C@H]2[C@@H]3[C@@H](C(=O)CC[C@@H]3CCC2)CC1,3.44
2019190,O=C(c1nccnc1)NCC1(CCCCC1)CC(=O)O,2.83
4330185,ON(C(C)(C)C)c1cnn(C)c1,3.96
1517232,S(=O)(N[C@@H]1c2cc(C)ccc2OC[C@@H]1C=C)C(C)(C)C,3.67
7201186,O=n1ccc(N(=O)=O)c2ccccc12,1.58
1517379,O(c1cc2C(=O)CCN3C(=O)[C@@H]4C[C@H](CC)[C@H]3[C@H](C(=O)Nc2cc1)C4)C,2.88
4083473,[Pt]1(C)(C)[n]2cccc3ccn(c23)C([Si](C)(C)C)n2ccc3ccc[n]1c23,2.25
7103804,C1(C=C2C(=CC(=O)C2)C1)(C(=O)OC)C(=O)OC,2.89
8102598,BrCCCOc1ccc2ccccc2c1,3.14
1507716,s1c(C[C@@]2(Sc3ccccc3)c3c(NC2=O)cccc3)ccc1,3.23
2203920,n1c(c2[nH]nc(c2)c2ccncc2)cccc1,3.27
7204664,Oc1cc(O)cc(O)c1.n1ccc(cc1)C(=O)N.n1ccc(C(=O)N)cc1.O.O,2.31
2102074,C1OC(=O)C=C2CC[C@@H]3[C@@H]([C@@]12C)CC[C@]1([C@H]3CCC1=O)C,3.32
7208529,O=C1C(=C(NC)C1=O)NC,2.92
2240069,c1(ccc(cc1)NC(=O)C)C(=O)O.O,3.17
4028364,[C@@]12(CCCN3CCC[C@]([C@@H]13)(CC[C@@H]2O)C(=O)OCC)O.[C@]12(CCCN3CCC[C@@]([C@H]13)(CC[C@H]2O)C(=O)OCC)O,3.89
2230685,Oc1c(cccc1)/C=N/NC(=O)[C@@H](NC(=O)OCc1ccccc1)CO,2.69
2209869,N(c1c(c(oc1/C=C/c1ccc(cc1)C)C(=O)OC)C(=O)OC)CCCC,1.76
2209341,[Br-].[NH2+]1[C@@H](C([C@@H]1c1ccccc1)c1ccccc1)c1ccccc1,2.9
7153203,Brc1ccc(NC(=O)[C@H]2N(C(=O)c3c(NC(=O)C)cccc3)CCC2)cc1,3.68
4081765,Cl[B](Cl)(Cl)[n]1c2ccccc2cc2ccccc12,1.88
7205432,C(#CCOC(=O)Oc1c(c(c(c(F)c1F)F)F)F)C#CCOC(=O)Oc1c(c(c(c(F)c1F)F)F)F,3.62
1504617,O=C1OCc2nnn(c2)Cc2ccc(cc2)Cn2nnc(c2)COC(=O)c2cccc1c2.N#CC.N#CC,3.1
4062335,[Au]([P](c1ccccc1)(c1ccccc1)c1ccccc1)c1occc1,2.93
4026643,n12nc(cc1cccc2)c1ccccc1,3.11
4024031,C(=C(/C(=O)NC)C#N)(Nc1ccc(cc1)OC)/O,3.27
7115863,c1cc(C2=C3C(=C(c4ccccc4)[Se][Se]3)[Se][Se]2)ccc1,0.941
7016058,[Se](c1c(/C=N/CC/N=C/c2ccccc2[Se]C)cccc1)C,2.43
7206640,N[C@@H]1[C@H](CCCC1)N,4.15
2105104,[NH3+][C@@H](CO)C(=O)[O-],5.15
2222127,C(=O)(c1c(C)n(Cc2ccccc2)nn1)O.O,4.17
4501308,c1(cc(cc(c1)C(=O)O)C(=O)O)N,1.69
1507839,[C@](C)([C@@H](CN(=O)=O)CC(C)C)(N(=O)=O)P(=O)(OCC)OCC,3.52
4104440,O=C(/C=C/c1cc(ccc1)/C=C/C(=O)O)O,2.79
2202134,BrCCCCCCCCCCCCCCBr,5.38
7225858,O=C([O-])N1CC[NH2+]CC1.O.O.O,5.04
4085356,c1(ccc(cc1)F)CNC(=O)NCc1ccc(cc1)F,3.78
7104307,N1(CCCC(=O)CCCCCC(=O)CC1)C(=O)OC(C)(C)C,3.61
7053638,O=N(=O)c1ccc(cc1)C(O)Nn1cnnc1,2.38
8100785,Brc1cc2C=C(C(Oc2cc1)C(=O)OC)C(=O)OC,2.44
7220019,Clc1c(Cl)cc(Cl)cc1,3.73
4501702,c1ccccc1,4.45
2224624,N1(C(=O)c2ccccc2)CC(C1)(N(=O)=O)N(=O)=O,2.08
2105851,[NH2+](CC(=O)[O-])C,5.25
1515881,N12C(=O)[C@@](NC(=O)OC(C)(C)C)(c3cccc(c13)CCC2)CN(=O)=O,2.07
2006725,NC(=O)OC(C)(C)C,5.79
2019946,N=S=NSc1ccc(cc1)C,1.86
4028763,O1[C@@H]2[C@@H]3C(=C\C(=O)OCC)/[C@@H]3[C@H]1c1c2cccc1,3.29
2006723,N1=C([C@@H]([C@@H](N[C@@H]1c1ccccc1)c1ccccc1)C(=O)OCC)c1ccccc1,3.11
2016292,Fc1c(Oc2ccccc2)cc(/C=C/C(=O)c2ccc(F)cc2)cc1,2.43
4026203,S(/N=C(\c1c(NC)ccc(Cl)c1)C(C)(C)C)(=O)C(C)(C)C,2.23
4062899,[Sb]1([Ga]([Sb]([Ga]([Sb]([Ga]1(C)C)(C)C)(C)C)(C)C)(C)C)(C)C,3.52
2236814,c1ccc(c(c1C)N)N,3.53
1506542,S1(=O)(=O)/C(=C(\C(=C/CO)\C)C(C)(C)C)C=C(C1c1ccccc1)C,3.37
7152209,C1(=O)N2[C@@H](CO1)C(=O)[C@@H]1[C@H]([C@H]21)C(=O)OCC,3.28
2210168,COC(=O)C1=C(Oc2c3ccccc3ccc2C1c1cc(N(=O)=O)ccc1)N,1.59
2104100,Clc1ccc(cc1)C(=O)c1ccc(O)cc1,2.68
2015274,[nH+]1c(cccc1)c1ncccc1.c1([O-])c(cc(N(=O)=O)cc1N(=O)=O)N(=O)=O,2.01
2212411,O=N(=O)c1cc(cc(N(=O)=O)c1)C(=O)[O-].NC(=[NH2+])N,1.77
4031288,Clc1nc(ncc1N(=O)=O)N1CCCCC1,2.13
2007420,C(O)C[O-].[Li+],5.08
7153244,ClC1=C(N(CC(C)C)CC(C)C)c2ccccc2C1=C(C#N)C#N,1.58
4115818,O1[C@@]2(CCC[C@@](C2)([C@]1(C)CC)C(=C)O)CO.O1[C@]2(CCC[C@](C2)([C@@]1(C)CC)C(=C)O)CO,4.12
4063883,P(=S)(c1cc(ccc1)c1sc2c(n1)cccc2)(c1ccccc1)c1ccccc1,2.76
2226304,[O-]CC(O)CO.[Na+],4.64
7029331,[BH]1234[BH]567[BH]89%10[BH]%11%12%13[CH]379[CH]34%11[BH]471[B]125([BH]268[BH]5%10%12[BH]%1334[BH]7125)C#C[B]1234[BH]567[BH]891[BH]1%10%11[BH]%12%13%14[CH]69%10[CH]67%12[BH]725[BH]2%146[BH]5%11%13[BH]381[BH]4725,4.58
4075915,[Sn]([Se]P(=[Se])(OCCC)OCCC)(c1ccccc1)(c1ccccc1)c1ccccc1,3.45
1516607,BrCCOc1ccc([C@]2(NS(=O)(=O)OC2)C)cc1,3.94
2221416,c1(ccc2ccccc2c1C(NC(=O)C)c1cccc(N(=O)=O)c1)O,1.5
2206302,C1(=O)SC2SCCC=2S1,2.63
1513557,[Zn](Cl)(Cl)([NH2]c1ccccc1)[NH2]c1ccccc1,4.17
2204572,B(O)(O)c1occc1C=O,2.7
4513042,c1(nccnc1)C(=O)N.c1(nccnc1)C(=O)N.c1(ccc(cc1)C(=O)O)N(=O)=O,1.68
4028577,c1(nc2c(c(n1)OS(=O)(=O)C)c1CCCCc1s2)SC,2.63
2240539,O1[C@@]2(c3c(N(C2=O)C)cccc3)[C@@H]1C(=O)OC.O1[C@]2(c3c(N(C2=O)C)cccc3)[C@H]1C(=O)OC,3.0
4029604,I/C=C(c1ccccc1)/c1ccc2OCOc2c1,3.13
7151464,[Te]1C#CCCCCCC#C[Te]CCC1,2.91
4030028,Br[C@@H]1[C@H]2OC(=O)[C@H]3C[C@@H]1CN(C(=O)Oc1ccccc1)[C@@H]23,4.39
4114720,O1[C@H]([C@@H]([C@@H]([C@H]1COC(=O)c1ccc(cc1)N(=O)=O)C)OC(=O)c1ccc(cc1)N(=O)=O)C,1.97
2200004,O=C([O-])[C@H]([NH3+])Cc1ccccc1.OC(=O)c1ccccc1,2.95
2018228,c1cc(cc[nH+]1)c1cc[nH+]cc1.OC(=O)C(=O)[O-].C(=O)(C(=O)[O-])O,1.45
4102813,B1(OC(C(O1)(C)C)(C)C)[C@@](c1ccc2ccccc2c1)(CC(=O)OCC)C,3.24
4028172,C(#N)C1=CC(=C)N(C(=O)N1C)C,2.24
1505528,S(F)(F)(F)(F)(F)c1c[nH]nn1,4.85
7154399,O[C@H]1C(=C(OC)C(=O)[C@@H]([C@@H]1Cc1ccccc1)C)OC.O[C@@H]1C(=C(OC)C(=O)[C@H]([C@H]1Cc1ccccc1)C)OC,3.24
4026348,c1nccc(c1)c1cc(c(s1)c1sc(cc1)c1sc(c2c(cc(c3ccncc3)s2)C)cc1)C,1.72
4025061,C1(Cc2cc3c(CC(C3)(NC(=O)OCc3ccccc3)C(=O)OCC)cc2C1)(NC(=O)OCc1ccccc1)C(=O)OCC,4.15
1507715,O1C(=C(C2(C1=O)CC2)c1ccccc1)c1ccc(cc1)C,3.27
7219319,O=C([O-])C[NH3+],5.17
7209202,O=C(O)CCCC(=O)O.[O-]C(=O)C[NH3+],3.89
4025293,O=C1c2cccc3[C@](O)([C@]4([C@H]5[C@@H](c23)[C@@]1([C@@](O)(c1cccc(c51)C4=O)C#C)C)C)C#C.O=C1c2cccc3[C@@](O)([C@@]4([C@@H]5[C@H](c23)[C@]1([C@](O)(c1cccc(c51)C4=O)C#C)C)C)C#C,2.86
4023110,O1C(=O)[C@](O)(Cc2c(N(=O)=O)cccc2)C[C@H]1C,2.42
2231893,OC(=O)CCCOc1ccc(cc1)OCCCC(=O)O,3.16
4025173,c1sc2cc3c(cc2n1)scn3,2.93
2020587,Oc1ccc2nc3c4n(c(=O)c5COC(=O)[C@](O)(CC)c5c4)Cc3c(c2c1)CC.O,2.34
2219034,Clc1cc(OC(=O)c2ccc(cc2)C)ccc1,3.86
4319626,c1ccnc(c2nnc(c3ncccn3)nn2)n1,1.07
4507997,O=C(O)CC(=O)O,4.92
7151259,c1nc2[nH+]c[nH]c2c([nH+]1)N.[Cl-].[Cl-],2.19
1517489,O=C1N[C@@H]2[C@@H](OCC2)c2c1cccc2.O=C1N[C@H]2[C@H](OCC2)c2c1cccc2,3.52
2223360,c1ccccc1[C@@H]1[C@@H](C(=O)N1)OC(=O)C,4.45
4029842,c1(c(cc(c(c1)C(c1ccccc1)(Cc1cccn1C)C)C#N)C#N)C#N,1.25
2238705,O=C1[C@@H]2[C@@H]3C([C@@]3(CC[C@@]1(C)CCCC2(C)C)C)(Cl)Cl,3.64
2210911,OC(O)c1ccncc1,3.76
2310122,OC(=O)C(=O)O.O.O,3.42
1502471,Clc1ccc(/C=C2/C(=O)CC[C@@H]2c2ccccc2)cc1,2.52
2210420,c1cccc2c1c(=O)oc1c2C(=O)OC1,3.14
2203733,Oc1ccccc1/C=N/c1ccccc1CCc1ccccc1/N=C/c1ccccc1O,2.68
1505113,Fc1cc(F)cc(c1/C=C/C=C/C=C/c1c(F)cc(cc1F)F)F,1.69
7021993,c1(=O)ccccn1C(n1c(=O)cccc1)n1c(=O)cccc1,2.9
7007667,N12C(NCCCC1)=NCC2,3.89
7213816,c1(C(=O)NC(=O)N)cccc(C(=O)OC)n1,3.27
2233420,C1(C)N(C(=O)N[C@@H](C)c2ccccc2)N=C(C)N(C(=O)N[C@@H](C)c2ccccc2)N=1,3.27
